book_id,title,original_title,books_count,authors,average_rating,image_url,small_image_url
244,Sharp Objects,Sharp Objects,136,Gillian Flynn,3.92,https://images.gr-assets.com/books/1423241485m/66559.jpg,https://images.gr-assets.com/books/1423241485s/66559.jpg
245,Bridge to Terabithia,Bridge to Terabithia,125,Katherine Paterson,3.98,https://images.gr-assets.com/books/1327880087m/2839.jpg,https://images.gr-assets.com/books/1327880087s/2839.jpg
246,"Marked (House of Night, #1)",Marked,97,"P.C. Cast, Kristin Cast",3.79,https://images.gr-assets.com/books/1317067002m/30183.jpg,https://images.gr-assets.com/books/1317067002s/30183.jpg
247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,The 7 Habits of Highly Effective People,250,Stephen R. Covey,4.05,https://images.gr-assets.com/books/1421842784m/36072.jpg,https://images.gr-assets.com/books/1421842784s/36072.jpg
248,A Midsummer Night's Dream,A Midsummer Night's Dream,1379,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",3.94,https://images.gr-assets.com/books/1327874534m/1622.jpg,https://images.gr-assets.com/books/1327874534s/1622.jpg
249,Extremely Loud and Incredibly Close,Extremely Loud and Incredibly Close,104,Jonathan Safran Foer,3.97,https://images.gr-assets.com/books/1327879967m/4588.jpg,https://images.gr-assets.com/books/1327879967s/4588.jpg
250,Wonder,Wonder,124,R.J. Palacio,4.43,https://images.gr-assets.com/books/1309285027m/11387515.jpg,https://images.gr-assets.com/books/1309285027s/11387515.jpg
251,The Cat in the Hat,The Cat in the Hat,99,Dr. Seuss,4.15,https://images.gr-assets.com/books/1468890477m/233093.jpg,https://images.gr-assets.com/books/1468890477s/233093.jpg
252,"Cinder (The Lunar Chronicles, #1)",Cinder,92,Marissa Meyer,4.15,https://images.gr-assets.com/books/1470056948m/11235712.jpg,https://images.gr-assets.com/books/1470056948s/11235712.jpg
253,"The Cuckoo's Calling (Cormoran Strike, #1)",The Cuckoo's Calling,48,"Robert Galbraith, J.K. Rowling",3.83,https://images.gr-assets.com/books/1358716559m/16160797.jpg,https://images.gr-assets.com/books/1358716559s/16160797.jpg
254,"Shiver (The Wolves of Mercy Falls, #1)",Shiver,96,Maggie Stiefvater,3.78,https://images.gr-assets.com/books/1409283154m/6068551.jpg,https://images.gr-assets.com/books/1409283154s/6068551.jpg
255,Atlas Shrugged,Atlas Shrugged,147,"Ayn Rand, Leonard Peikoff",3.68,https://images.gr-assets.com/books/1405868167m/662.jpg,https://images.gr-assets.com/books/1405868167s/662.jpg
256,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Three Cups of Tea ,67,"Greg Mortenson, David Oliver Relin",3.64,https://images.gr-assets.com/books/1395407074m/49436.jpg,https://images.gr-assets.com/books/1395407074s/49436.jpg
257,Alice in Wonderland,Abc,4,"Jane Carruth, Lewis Carroll, Rene Cloke",4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
258,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",La sombra del viento,279,"Carlos Ruiz Zafón, Lucia Graves",4.24,https://images.gr-assets.com/books/1344545047m/1232.jpg,https://images.gr-assets.com/books/1344545047s/1232.jpg
259,"The Scorch Trials (Maze Runner, #2)",The Scorch Trials,107,James Dashner,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
260,How to Win Friends and Influence People,How to Win Friends and Influence People,353,Dale Carnegie,4.13,https://images.gr-assets.com/books/1442726934m/4865.jpg,https://images.gr-assets.com/books/1442726934s/4865.jpg
261,Under the Tuscan Sun,Under the Tuscan Sun,59,Frances Mayes,3.72,https://images.gr-assets.com/books/1320524083m/480479.jpg,https://images.gr-assets.com/books/1320524083s/480479.jpg
262,Big Little Lies,Big Little Lies,107,Liane Moriarty,4.2,https://images.gr-assets.com/books/1492239430m/19486412.jpg,https://images.gr-assets.com/books/1492239430s/19486412.jpg
263,Ella Enchanted,Ella Enchanted,61,Gail Carson Levine,3.97,https://images.gr-assets.com/books/1410727190m/24337.jpg,https://images.gr-assets.com/books/1410727190s/24337.jpg
264,The Sun Also Rises,The Sun Also Rises,343,Ernest Hemingway,3.83,https://images.gr-assets.com/books/1331828228m/3876.jpg,https://images.gr-assets.com/books/1331828228s/3876.jpg
265,A Tree Grows in Brooklyn,A Tree Grows In Brooklyn ,127,Betty  Smith,4.24,https://images.gr-assets.com/books/1327883484m/14891.jpg,https://images.gr-assets.com/books/1327883484s/14891.jpg
266,"Kiss the Girls (Alex Cross, #2)",Kiss the Girls,111,James Patterson,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
267,The Nightingale,The Nightingale,90,Kristin Hannah,4.54,https://images.gr-assets.com/books/1451446316m/21853621.jpg,https://images.gr-assets.com/books/1451446316s/21853621.jpg
268,Never Let Me Go,Never Let Me Go,159,Kazuo Ishiguro,3.8,https://images.gr-assets.com/books/1353048590m/6334.jpg,https://images.gr-assets.com/books/1353048590s/6334.jpg
269,P.S. I Love You,"PS, I Love You",17,Cecelia Ahern,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
270,Rebecca,Rebecca,306,"Daphne du Maurier, Sally Beauman",4.2,https://images.gr-assets.com/books/1327871977m/12873.jpg,https://images.gr-assets.com/books/1327871977s/12873.jpg
271,Flowers for Algernon,Flowers for Algernon,163,Daniel Keyes,4.07,https://images.gr-assets.com/books/1367141311m/18373.jpg,https://images.gr-assets.com/books/1367141311s/18373.jpg
272,Like Water for Chocolate,Como agua para chocolate,177,"Laura Esquivel, Thomas  Christensen, Carol Christensen",3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
273,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,105,Lisa See,4.05,https://images.gr-assets.com/books/1327880508m/1103.jpg,https://images.gr-assets.com/books/1327880508s/1103.jpg
274,The Godfather,The Godfather,259,"Mario Puzo, Robert Thompson, Peter Bart",4.36,https://images.gr-assets.com/books/1394988109m/22034.jpg,https://images.gr-assets.com/books/1394988109s/22034.jpg
275,An Abundance of Katherines,An Abundance of Katherines,116,John Green,3.63,https://images.gr-assets.com/books/1360206426m/49750.jpg,https://images.gr-assets.com/books/1360206426s/49750.jpg
276,Foundation (Foundation #1),Foundation,169,Isaac Asimov,4.13,https://images.gr-assets.com/books/1417900846m/29579.jpg,https://images.gr-assets.com/books/1417900846s/29579.jpg
277,The Ocean at the End of the Lane,The Ocean at the End of the Lane,109,Neil Gaiman,3.99,https://images.gr-assets.com/books/1497098563m/15783514.jpg,https://images.gr-assets.com/books/1497098563s/15783514.jpg
278,A Light in the Attic,A Light in the Attic,32,Shel Silverstein,4.34,https://images.gr-assets.com/books/1427169918m/30118.jpg,https://images.gr-assets.com/books/1427169918s/30118.jpg
279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","Harry Potter and the Cursed Child, Parts One and Two",95,"John Tiffany, Jack Thorne, J.K. Rowling",3.75,https://images.gr-assets.com/books/1470082995m/29056083.jpg,https://images.gr-assets.com/books/1470082995s/29056083.jpg
280,"Delirium (Delirium, #1)",Delirium,108,Lauren Oliver,3.99,https://images.gr-assets.com/books/1327890411m/11614718.jpg,https://images.gr-assets.com/books/1327890411s/11614718.jpg
281,The Pelican Brief,The Pelican Brief,145,John Grisham,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
282,Coraline,Coraline,153,Neil Gaiman,4.03,https://images.gr-assets.com/books/1493497435m/17061.jpg,https://images.gr-assets.com/books/1493497435s/17061.jpg
283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",114,"Terry Pratchett, Neil Gaiman",4.25,https://images.gr-assets.com/books/1392528568m/12067.jpg,https://images.gr-assets.com/books/1392528568s/12067.jpg
284,On the Road,On the Road,312,Jack Kerouac,3.64,https://images.gr-assets.com/books/1413588576m/70401.jpg,https://images.gr-assets.com/books/1413588576s/70401.jpg
285,"The Rosie Project (Don Tillman, #1)",The Rosie Project,122,Graeme Simsion,4.01,https://images.gr-assets.com/books/1371651741m/16181775.jpg,https://images.gr-assets.com/books/1371651741s/16181775.jpg
286,The Lucky One,The Lucky One,99,Nicholas Sparks,4.1,https://images.gr-assets.com/books/1420816338m/3063499.jpg,https://images.gr-assets.com/books/1420816338s/3063499.jpg
287,The Fountainhead,The Fountainhead,154,"Ayn Rand, Leonard Peikoff",3.85,https://images.gr-assets.com/books/1491163636m/2122.jpg,https://images.gr-assets.com/books/1491163636s/2122.jpg
288,"The Hunt for Red October (Jack Ryan Universe, #4)",The Hunt for Red October,117,Tom Clancy,4.01,https://images.gr-assets.com/books/1281995542m/19691.jpg,https://images.gr-assets.com/books/1281995542s/19691.jpg
289,"Watership Down (Watership Down, #1)",Watership Down,193,Richard Adams,4.05,https://images.gr-assets.com/books/1405136931m/76620.jpg,https://images.gr-assets.com/books/1405136931s/76620.jpg
290,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),18,Mindy Kaling,3.84,https://images.gr-assets.com/books/1443264638m/10335308.jpg,https://images.gr-assets.com/books/1443264638s/10335308.jpg
291,Cutting for Stone,Cutting for Stone,74,Abraham Verghese,4.28,https://images.gr-assets.com/books/1327931601m/3591262.jpg,https://images.gr-assets.com/books/1327931601s/3591262.jpg
292,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",The Voyage of the Dawn Treader,299,"C.S. Lewis, Pauline Baynes",4.08,https://images.gr-assets.com/books/1343185059m/140225.jpg,https://images.gr-assets.com/books/1343185059s/140225.jpg
293,Treasure Island,Treasure Island,2573,Robert Louis Stevenson,3.82,https://images.gr-assets.com/books/1485248909m/295.jpg,https://images.gr-assets.com/books/1485248909s/295.jpg
294,"The Son of Neptune (The Heroes of Olympus, #2)",The Son of Neptune ,69,Rick Riordan,4.44,https://images.gr-assets.com/books/1464201114m/9520360.jpg,https://images.gr-assets.com/books/1464201114s/9520360.jpg
295,11/22/63,11/22/63,145,Stephen King,4.29,https://images.gr-assets.com/books/1327876792m/10644930.jpg,https://images.gr-assets.com/books/1327876792s/10644930.jpg
296,The Very Hungry Caterpillar Board Book,The Very Hungry Caterpillar,162,Eric Carle,4.29,https://images.gr-assets.com/books/1327878225m/4948.jpg,https://images.gr-assets.com/books/1327878225s/4948.jpg
297,Cat's Cradle,Cat's Cradle,155,Kurt Vonnegut Jr.,4.18,https://images.gr-assets.com/books/1327867150m/135479.jpg,https://images.gr-assets.com/books/1327867150s/135479.jpg
298,The Time Machine,The Time Machine,1248,"H.G. Wells, Greg Bear, Carlo Pagetti",3.87,https://images.gr-assets.com/books/1327942880m/2493.jpg,https://images.gr-assets.com/books/1327942880s/2493.jpg
299,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,,69,"Todd Burpo, Lynn Vincent",4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
300,The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,178,John Boyne,4.1,https://images.gr-assets.com/books/1366228171m/39999.jpg,https://images.gr-assets.com/books/1366228171s/39999.jpg
301,Heart of Darkness,Heart of Darkness,1369,Joseph Conrad,3.42,https://images.gr-assets.com/books/1392799983m/4900.jpg,https://images.gr-assets.com/books/1392799983s/4900.jpg
302,Safe Haven,Safe Haven,117,Nicholas Sparks,4.19,https://images.gr-assets.com/books/1344268800m/7812659.jpg,https://images.gr-assets.com/books/1344268800s/7812659.jpg
303,"The Secret (The Secret, #1)",The Secret,113,Rhonda Byrne,3.62,https://images.gr-assets.com/books/1482865039m/52529.jpg,https://images.gr-assets.com/books/1482865039s/52529.jpg
304,I Know This Much Is True,I Know This Much Is True ,52,Wally Lamb,4.17,https://images.gr-assets.com/books/1373532198m/227711.jpg,https://images.gr-assets.com/books/1373532198s/227711.jpg
305,Pet Sematary,Pet Sematary,198,Stephen King,3.91,https://images.gr-assets.com/books/1308894674m/10583.jpg,https://images.gr-assets.com/books/1308894674s/10583.jpg
306,She's Come Undone,She's Come Undone,61,Wally Lamb,3.84,https://images.gr-assets.com/books/1408313457m/5203.jpg,https://images.gr-assets.com/books/1408313457s/5203.jpg
307,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",The Wise Man's Fear,102,Patrick Rothfuss,4.57,https://images.gr-assets.com/books/1452624392m/1215032.jpg,https://images.gr-assets.com/books/1452624392s/1215032.jpg
308,Can You Keep a Secret?,Can You Keep a Secret?,94,Sophie Kinsella,3.83,https://images.gr-assets.com/books/1330464293m/33724.jpg,https://images.gr-assets.com/books/1330464293s/33724.jpg
309,"City of Fallen Angels (The Mortal Instruments, #4)",City of Fallen Angels,96,Cassandra Clare,4.16,https://images.gr-assets.com/books/1369452302m/6752378.jpg,https://images.gr-assets.com/books/1369452302s/6752378.jpg
310,"Good in Bed (Cannie Shapiro, #1)",Good in Bed,71,Jennifer Weiner,3.7,https://images.gr-assets.com/books/1327936464m/14748.jpg,https://images.gr-assets.com/books/1327936464s/14748.jpg
311,The Thorn Birds,The Thorn Birds,201,Colleen McCullough,4.22,https://images.gr-assets.com/books/1391416796m/3412.jpg,https://images.gr-assets.com/books/1391416796s/3412.jpg
312,The Graveyard Book,The Graveyard Book,129,"Neil Gaiman, Dave McKean",4.12,https://images.gr-assets.com/books/1303859949m/2213661.jpg,https://images.gr-assets.com/books/1303859949s/2213661.jpg
313,The Light Between Oceans,The Light Between Oceans,113,M.L. Stedman,4.0,https://images.gr-assets.com/books/1336683021m/13158800.jpg,https://images.gr-assets.com/books/1336683021s/13158800.jpg
314,"Inkheart (Inkworld, #1)",Tintenherz,134,"Cornelia Funke, Anthea Bell",3.86,https://images.gr-assets.com/books/1328866790m/28194.jpg,https://images.gr-assets.com/books/1328866790s/28194.jpg
315,Who Moved My Cheese?,Who Moved My Cheese?,128,"Spencer Johnson, Kenneth H. Blanchard",3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
316,A Walk in the Woods,A Walk in the Woods,95,Bill Bryson,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
317,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,107,Maya Angelou,4.19,https://images.gr-assets.com/books/1327957927m/13214.jpg,https://images.gr-assets.com/books/1327957927s/13214.jpg
318,Orphan Train,Orphan Train,65,Christina Baker Kline,4.14,https://images.gr-assets.com/books/1362409483m/15818107.jpg,https://images.gr-assets.com/books/1362409483s/15818107.jpg
319,"City of Lost Souls (The Mortal Instruments, #5)",City of Lost Souls,101,Cassandra Clare,4.3,https://images.gr-assets.com/books/1460477703m/8755776.jpg,https://images.gr-assets.com/books/1460477703s/8755776.jpg
320,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",78,Maria Semple,3.9,https://images.gr-assets.com/books/1338822317m/13526165.jpg,https://images.gr-assets.com/books/1338822317s/13526165.jpg
321,Where the Red Fern Grows,Where the Red Fern Grows,69,Wilson Rawls,4.04,https://images.gr-assets.com/books/1166154337m/10365.jpg,https://images.gr-assets.com/books/1166154337s/10365.jpg
322,Neverwhere,Neverwhere,152,Neil Gaiman,4.18,https://images.gr-assets.com/books/1348747943m/14497.jpg,https://images.gr-assets.com/books/1348747943s/14497.jpg
323,The Unbearable Lightness of Being,Nesnesitelná lehkost bytí,274,"Milan Kundera, Michael Henry Heim",4.08,https://images.gr-assets.com/books/1265401884m/9717.jpg,https://images.gr-assets.com/books/1265401884s/9717.jpg
324,Fangirl,Abc,80,Rainbow Rowell,4.12,https://images.gr-assets.com/books/1499565420m/16068905.jpg,https://images.gr-assets.com/books/1499565420s/16068905.jpg
325,A Prayer for Owen Meany,A Prayer for Owen Meany,138,John Irving,4.22,https://images.gr-assets.com/books/1260470010m/4473.jpg,https://images.gr-assets.com/books/1260470010s/4473.jpg
326,White Oleander,White Oleander,96,Janet Fitch,3.93,https://images.gr-assets.com/books/1501159524m/32234.jpg,https://images.gr-assets.com/books/1501159524s/32234.jpg
327,"Legend (Legend, #1)",Legend,91,Marie Lu,4.19,https://images.gr-assets.com/books/1501368160m/9275658.jpg,https://images.gr-assets.com/books/1501368160s/9275658.jpg
328,Nineteen Minutes,Nineteen Minutes,84,Jodi Picoult,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
329,The Last Lecture,The Last Lecture,111,"Randy Pausch, Jeffrey Zaslow",4.25,https://images.gr-assets.com/books/1388075896m/2318271.jpg,https://images.gr-assets.com/books/1388075896s/2318271.jpg
330,"The Eye of the World (Wheel of Time, #1)",The Eye of the World,94,Robert Jordan,4.18,https://images.gr-assets.com/books/1337818095m/228665.jpg,https://images.gr-assets.com/books/1337818095s/228665.jpg
331,The Pact,The Pact,76,Jodi Picoult,4.0,https://images.gr-assets.com/books/1410754561m/10916.jpg,https://images.gr-assets.com/books/1410754561s/10916.jpg
332,"The Magician's Nephew (Chronicles of Narnia, #6)",The magician's nephew,312,C.S. Lewis,4.01,https://images.gr-assets.com/books/1308814770m/65605.jpg,https://images.gr-assets.com/books/1308814770s/65605.jpg
333,Still Alice,Still Alice,107,Lisa Genova,4.3,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
334,"Reflected in You (Crossfire, #2)",Reflected in You,81,Sylvia Day,4.33,https://images.gr-assets.com/books/1477802540m/13596809.jpg,https://images.gr-assets.com/books/1477802540s/13596809.jpg
335,James and the Giant Peach,James and the Giant Peach,182,"Roald Dahl, Quentin Blake",3.99,https://images.gr-assets.com/books/1320412586m/6689.jpg,https://images.gr-assets.com/books/1320412586s/6689.jpg
336,"1st to Die (Women's Murder Club, #1)",1st To Die,107,James Patterson,4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
337,The Ultimate Hitchhiker's Guide to the Galaxy,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,32,Douglas Adams,4.37,https://images.gr-assets.com/books/1404613595m/13.jpg,https://images.gr-assets.com/books/1404613595s/13.jpg
338,One Day,One Day,129,David Nicholls,3.77,https://images.gr-assets.com/books/1327873020m/6280118.jpg,https://images.gr-assets.com/books/1327873020s/6280118.jpg
339,Goodnight Moon,Abc,98,"Margaret Wise Brown, Clement Hurd",4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
340,"I Am Number Four (Lorien Legacies, #1)",I Am Number Four,38,Pittacus Lore,3.94,https://images.gr-assets.com/books/1305807140m/7747374.jpg,https://images.gr-assets.com/books/1305807140s/7747374.jpg
341,The Iliad,Ἰλιάς,1726,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
342,The Casual Vacancy,The Casual Vacancy,139,J.K. Rowling,3.28,https://images.gr-assets.com/books/1358266832m/13497818.jpg,https://images.gr-assets.com/books/1358266832s/13497818.jpg
343,The Runaway Jury,The Runaway Jury,120,John Grisham,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
344,Naked,Naked,54,David Sedaris,4.08,https://images.gr-assets.com/books/1394178867m/4138.jpg,https://images.gr-assets.com/books/1394178867s/4138.jpg
345,"Eldest (The Inheritance Cycle, #2)",Eldest,163,Christopher Paolini,3.96,https://images.gr-assets.com/books/1387119654m/45978.jpg,https://images.gr-assets.com/books/1387119654s/45978.jpg
346,"The Wonderful Wizard of Oz (Oz, #1)",The Wonderful Wizard of Oz,1474,"L. Frank Baum, W.W. Denslow",3.98,https://images.gr-assets.com/books/1398003737m/236093.jpg,https://images.gr-assets.com/books/1398003737s/236093.jpg
347,"Prince Caspian (Chronicles of Narnia, #2)",Prince Caspian: The Return to Narnia,348,C.S. Lewis,3.96,https://images.gr-assets.com/books/1308814880m/121749.jpg,https://images.gr-assets.com/books/1308814880s/121749.jpg
348,We Were Liars,We Were Liars,77,E. Lockhart,3.85,https://images.gr-assets.com/books/1402749479m/16143347.jpg,https://images.gr-assets.com/books/1402749479s/16143347.jpg
349,'Salem's Lot,Salem's Lot,211,Stephen King,3.99,https://images.gr-assets.com/books/1327891565m/11590.jpg,https://images.gr-assets.com/books/1327891565s/11590.jpg
350,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,98,"Hunter S. Thompson, Ralph Steadman",4.08,https://images.gr-assets.com/books/1394204569m/7745.jpg,https://images.gr-assets.com/books/1394204569s/7745.jpg
351,"Clockwork Prince (The Infernal Devices, #2)",Clockwork Prince,99,Cassandra Clare,4.46,https://images.gr-assets.com/books/1460477747m/10025305.jpg,https://images.gr-assets.com/books/1460477747s/10025305.jpg
352,Yes Please,Yes Please,29,Amy Poehler,3.81,https://images.gr-assets.com/books/1402815435m/20910157.jpg,https://images.gr-assets.com/books/1402815435s/20910157.jpg
353,Othello,"The Tragedy of Othello, The Moor of Venice",1053,William Shakespeare,3.88,https://images.gr-assets.com/books/1459795105m/12996.jpg,https://images.gr-assets.com/books/1459795105s/12996.jpg
354,Beloved,Beloved,153,Toni Morrison,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
355,"Graceling (Graceling Realm, #1)",Graceling,87,Kristin Cashore,4.1,https://images.gr-assets.com/books/1331548394m/3236307.jpg,https://images.gr-assets.com/books/1331548394s/3236307.jpg
356,"The Bad Beginning (A Series of Unfortunate Events, #1)",The Bad Beginning,126,"Lemony Snicket, Brett Helquist",3.89,https://images.gr-assets.com/books/1490085391m/78411.jpg,https://images.gr-assets.com/books/1490085391s/78411.jpg
357,All Quiet on the Western Front,Im Westen nichts Neues,372,"Erich Maria Remarque, A.W. Wheen",3.92,https://images.gr-assets.com/books/1441227765m/355697.jpg,https://images.gr-assets.com/books/1441227765s/355697.jpg
358,"Oh, The Places You'll Go!","Oh, the Places You'll Go!",40,Dr. Seuss,4.34,https://images.gr-assets.com/books/1421708635m/191139.jpg,https://images.gr-assets.com/books/1421708635s/191139.jpg
359,And the Mountains Echoed,And The Mountains Echoed,135,Khaled Hosseini,4.03,https://images.gr-assets.com/books/1358190204m/16115612.jpg,https://images.gr-assets.com/books/1358190204s/16115612.jpg
360,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,221,"Philip K. Dick, Roger Zelazny",4.08,https://images.gr-assets.com/books/1435458683m/7082.jpg,https://images.gr-assets.com/books/1435458683s/7082.jpg
361,Oliver Twist,Oliver Twist,1787,"Charles Dickens, George Cruikshank, Philip Horne",3.85,https://images.gr-assets.com/books/1327868529m/18254.jpg,https://images.gr-assets.com/books/1327868529s/18254.jpg
362,The Screwtape Letters,A Grief Observed,231,C.S. Lewis,4.21,https://images.gr-assets.com/books/1347801873m/11149.jpg,https://images.gr-assets.com/books/1347801873s/11149.jpg
363,"Anna and the French Kiss (Anna and the French Kiss, #1)",Anna and the French Kiss,79,Stephanie Perkins,4.08,https://images.gr-assets.com/books/1358271931m/6936382.jpg,https://images.gr-assets.com/books/1358271931s/6936382.jpg
364,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,72,Dr. Seuss,4.36,https://images.gr-assets.com/books/1327958149m/113946.jpg,https://images.gr-assets.com/books/1327958149s/113946.jpg
365,V for Vendetta,V for Vendetta,72,"Alan Moore, David   Lloyd",4.25,https://images.gr-assets.com/books/1343668985m/5805.jpg,https://images.gr-assets.com/books/1343668985s/5805.jpg
366,John Adams,John Adams,38,David McCullough,4.05,https://images.gr-assets.com/books/1478144278m/2203.jpg,https://images.gr-assets.com/books/1478144278s/2203.jpg
367,"Odd Thomas (Odd Thomas, #1)",Odd Thomas,82,Dean Koontz,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
368,"The Subtle Knife (His Dark Materials, #2)",The Subtle Knife,55,Philip Pullman,4.1,https://images.gr-assets.com/books/1451271814m/119324.jpg,https://images.gr-assets.com/books/1451271814s/119324.jpg
369,"Stargirl (Stargirl, #1)",Stargirl,85,Jerry Spinelli,3.74,https://images.gr-assets.com/books/1335947642m/22232.jpg,https://images.gr-assets.com/books/1335947642s/22232.jpg
370,"The Red Pyramid (Kane Chronicles, #1)",The Red Pyramid,76,Rick Riordan,4.06,https://images.gr-assets.com/books/1366227978m/7090447.jpg,https://images.gr-assets.com/books/1366227978s/7090447.jpg
371,Stranger in a Strange Land,Stranger in a Strange Land,130,Robert A. Heinlein,3.91,https://images.gr-assets.com/books/1156897088m/350.jpg,https://images.gr-assets.com/books/1156897088s/350.jpg
372,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,55,David Sedaris,4.08,https://images.gr-assets.com/books/1352983006m/10176.jpg,https://images.gr-assets.com/books/1352983006s/10176.jpg
373,The BFG,The BFG,197,"Roald Dahl, Quentin Blake",4.22,https://images.gr-assets.com/books/1327872673m/6319.jpg,https://images.gr-assets.com/books/1327872673s/6319.jpg
374,A Short History of Nearly Everything,A Short History of Nearly Everything,155,Bill Bryson,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
375,The Call of the Wild,The Call of the Wild,1384,Jack London,3.83,https://images.gr-assets.com/books/1452291694m/1852.jpg,https://images.gr-assets.com/books/1452291694s/1852.jpg
376,"The Death Cure (Maze Runner, #3)",The Death Cure,88,James Dashner,3.77,https://images.gr-assets.com/books/1303997647m/7864437.jpg,https://images.gr-assets.com/books/1303997647s/7864437.jpg
377,Stardust,Stardust,207,Neil Gaiman,4.07,https://images.gr-assets.com/books/1459127484m/16793.jpg,https://images.gr-assets.com/books/1459127484s/16793.jpg
